recordId,identifier,nb_occ
2041,http://gallica.bnf.fr/ark:/12148/bpt6k7620665t,2
2042,http://gallica.bnf.fr/ark:/12148/bpt6k75225668,2
2043,http://gallica.bnf.fr/ark:/12148/bpt6k6142958g,1
2045,http://gallica.bnf.fr/ark:/12148/bpt6k76194573,1
2047,http://gallica.bnf.fr/ark:/12148/bpt6k2137468,1
2048,http://gallica.bnf.fr/ark:/12148/bpt6k55660793,1
2049,http://gallica.bnf.fr/ark:/12148/bpt6k424017c,1
205,http://gallica.bnf.fr/ark:/12148/bpt6k54665570,1
2051,http://gallica.bnf.fr/ark:/12148/bpt6k5302761,2
2053,http://gallica.bnf.fr/ark:/12148/bpt6k7667784,1
2054,http://gallica.bnf.fr/ark:/12148/bpt6k75390734,1
2055,http://gallica.bnf.fr/ark:/12148/bpt6k75239147,3
2056,http://gallica.bnf.fr/ark:/12148/bpt6k7559896f,1
2057,http://gallica.bnf.fr/ark:/12148/bpt6k7540143t,2
206,http://gallica.bnf.fr/ark:/12148/bpt6k65832237,1
2060,http://gallica.bnf.fr/ark:/12148/bpt6k7506567c,1
2062,http://gallica.bnf.fr/ark:/12148/bpt6k6552132q,1
2063,http://gallica.bnf.fr/ark:/12148/bpt6k6111476j,1
2064,http://gallica.bnf.fr/ark:/12148/bpt6k76359574,1
2065,http://gallica.bnf.fr/ark:/12148/bpt6k6286448z,1
2067,http://gallica.bnf.fr/ark:/12148/bpt6k76139732,1
2068,http://gallica.bnf.fr/ark:/12148/bpt6k7654688w,1
2069,http://gallica.bnf.fr/ark:/12148/bpt6k600731s,1
207,http://gallica.bnf.fr/ark:/12148/bpt6k7510803w,2
2070,http://gallica.bnf.fr/ark:/12148/bpt6k5766133x,1
2071,http://gallica.bnf.fr/ark:/12148/bpt6k7631954n,1
2072,http://gallica.bnf.fr/ark:/12148/bpt6k7551624s,2
2073,http://gallica.bnf.fr/ark:/12148/bpt6k2357092,1
2076,http://gallica.bnf.fr/ark:/12148/bpt6k5757467s,1
2077,http://gallica.bnf.fr/ark:/12148/bpt6k414706k,1
2078,http://gallica.bnf.fr/ark:/12148/bpt6k5657834j,1
2079,http://gallica.bnf.fr/ark:/12148/bpt6k7555651x,1
2080,http://gallica.bnf.fr/ark:/12148/bpt6k5439236w,1
2081,http://gallica.bnf.fr/ark:/12148/bpt6k7717466,1
2084,http://gallica.bnf.fr/ark:/12148/bpt6k6315934n,1
2088,http://gallica.bnf.fr/ark:/12148/bpt6k75876929,1
2089,http://gallica.bnf.fr/ark:/12148/bpt6k7606703c,1
209,http://gallica.bnf.fr/ark:/12148/bpt6k54433780,2
2091,http://gallica.bnf.fr/ark:/12148/bpt6k535415k,1
2092,http://gallica.bnf.fr/ark:/12148/bpt6k6205360j,1
2093,http://gallica.bnf.fr/ark:/12148/bpt6k405700b,1
2094,http://gallica.bnf.fr/ark:/12148/bpt6k6471639b,1
2096,http://gallica.bnf.fr/ark:/12148/bpt6k6385292m,1
2098,http://gallica.bnf.fr/ark:/12148/bpt6k76315459,1
2099,http://gallica.bnf.fr/ark:/12148/bpt6k471594x,1
21,http://gallica.bnf.fr/ark:/12148/bpt6k62775208,18
210,http://gallica.bnf.fr/ark:/12148/bpt6k61138116,1
2100,http://gallica.bnf.fr/ark:/12148/bpt6k600637r,1
2101,http://gallica.bnf.fr/ark:/12148/bpt6k609360p,2
2102,http://gallica.bnf.fr/ark:/12148/bpt6k7619500n,1
2106,http://gallica.bnf.fr/ark:/12148/bpt6k558237q,1
2108,http://gallica.bnf.fr/ark:/12148/bpt6k61176993,1
2109,http://gallica.bnf.fr/ark:/12148/bpt6k55794165,1
211,http://gallica.bnf.fr/ark:/12148/bpt6k98159599,1
2110,http://gallica.bnf.fr/ark:/12148/bpt6k494814d,2
2111,http://gallica.bnf.fr/ark:/12148/bpt6k7500069m,1
2114,http://gallica.bnf.fr/ark:/12148/bpt6k473772n,1
2115,http://gallica.bnf.fr/ark:/12148/bpt6k75298778,1
2116,http://gallica.bnf.fr/ark:/12148/bpt6k7570440f,2
2117,http://gallica.bnf.fr/ark:/12148/bpt6k7589450w,1
2118,http://gallica.bnf.fr/ark:/12148/bpt6k62910207,2
2122,http://gallica.bnf.fr/ark:/12148/bpt6k56150661,2
2123,http://gallica.bnf.fr/ark:/12148/bpt6k5511729p,1
2126,http://gallica.bnf.fr/ark:/12148/bpt6k5747086g,3
2128,http://gallica.bnf.fr/ark:/12148/bpt6k62547422,1
2129,http://gallica.bnf.fr/ark:/12148/bpt6k56760007,1
213,http://gallica.bnf.fr/ark:/12148/bpt6k5653018f,2
2130,http://gallica.bnf.fr/ark:/12148/bpt6k12582859,1
2131,http://gallica.bnf.fr/ark:/12148/bpt6k55616875,1
2133,http://gallica.bnf.fr/ark:/12148/bpt6k6266295c,1
2134,http://gallica.bnf.fr/ark:/12148/bpt6k623308g,1
2135,http://gallica.bnf.fr/ark:/12148/bpt6k6385438h,1
2136,http://gallica.bnf.fr/ark:/12148/bpt6k6385265q,1
2137,http://gallica.bnf.fr/ark:/12148/bpt6k6385212k,1
2138,http://gallica.bnf.fr/ark:/12148/bpt6k57734710,1
2139,http://gallica.bnf.fr/ark:/12148/bpt6k7615089f,1
214,http://gallica.bnf.fr/ark:/12148/bpt6k5564708t,1
2141,http://gallica.bnf.fr/ark:/12148/bpt6k552959p,1
2142,http://gallica.bnf.fr/ark:/12148/bpt6k7521558d,1
2143,http://gallica.bnf.fr/ark:/12148/bpt6k6225731r,1
2144,http://gallica.bnf.fr/ark:/12148/bpt6k75401195,2
2145,http://gallica.bnf.fr/ark:/12148/bpt6k411459p,3
2146,http://gallica.bnf.fr/ark:/12148/bpt6k5703212h,1
2148,http://gallica.bnf.fr/ark:/12148/bpt6k76466427,1
2149,http://gallica.bnf.fr/ark:/12148/bpt6k9677094f,2
215,http://gallica.bnf.fr/ark:/12148/bpt6k54661425,2
2150,http://gallica.bnf.fr/ark:/12148/bpt6k7525426b,1
2151,http://gallica.bnf.fr/ark:/12148/bpt6k473906c,1
2153,http://gallica.bnf.fr/ark:/12148/bpt6k6489255t,1
2154,http://gallica.bnf.fr/ark:/12148/bpt6k7540145n,2
2157,http://gallica.bnf.fr/ark:/12148/bpt6k75653478,2
2158,http://gallica.bnf.fr/ark:/12148/bpt6k6452098w,1
2159,http://gallica.bnf.fr/ark:/12148/bpt6k5710562s,1
216,http://gallica.bnf.fr/ark:/12148/bpt6k552801m,6
2160,http://gallica.bnf.fr/ark:/12148/bpt6k5763584p,1
2161,http://gallica.bnf.fr/ark:/12148/bpt6k470365c,1
2163,http://gallica.bnf.fr/ark:/12148/bpt6k5681368k,1
2164,http://gallica.bnf.fr/ark:/12148/bpt6k5760471s,1
2166,http://gallica.bnf.fr/ark:/12148/bpt6k7642960z,1
2168,http://gallica.bnf.fr/ark:/12148/bpt6k61186468,1
2169,http://gallica.bnf.fr/ark:/12148/bpt6k7540122n,1
217,http://gallica.bnf.fr/ark:/12148/bpt6k75012938,3
2170,http://gallica.bnf.fr/ark:/12148/bpt6k5501983w,1
2171,http://gallica.bnf.fr/ark:/12148/bpt6k55018327,1
2172,http://gallica.bnf.fr/ark:/12148/bpt6k57686746,1
2173,http://gallica.bnf.fr/ark:/12148/bpt6k455117p,3
2174,http://gallica.bnf.fr/ark:/12148/bpt6k7598738f,1
2177,http://gallica.bnf.fr/ark:/12148/bpt6k6276799,1
2178,http://gallica.bnf.fr/ark:/12148/bpt6k61376364,2
2179,http://gallica.bnf.fr/ark:/12148/bpt6k5758439s,1
218,http://gallica.bnf.fr/ark:/12148/bpt6k5438437p,1
2180,http://gallica.bnf.fr/ark:/12148/bpt6k729493v,1
2181,http://gallica.bnf.fr/ark:/12148/bpt6k5293489,2
2182,http://gallica.bnf.fr/ark:/12148/bpt6k63902945,1
2183,http://gallica.bnf.fr/ark:/12148/bpt6k4737943,1
2184,http://gallica.bnf.fr/ark:/12148/bpt6k633110d,1
2187,http://gallica.bnf.fr/ark:/12148/bpt6k63190356,1
2188,http://gallica.bnf.fr/ark:/12148/bpt6k7584820k,1
2189,http://gallica.bnf.fr/ark:/12148/bpt6k7619447q,2
219,http://gallica.bnf.fr/ark:/12148/bpt6k6231618k,2
2190,http://gallica.bnf.fr/ark:/12148/bpt6k5729998v,1
2191,http://gallica.bnf.fr/ark:/12148/bpt6k766672j,1
2193,http://gallica.bnf.fr/ark:/12148/bpt6k5743345b,1
2195,http://gallica.bnf.fr/ark:/12148/bpt6k5586509q,1
2196,http://gallica.bnf.fr/ark:/12148/bpt6k56547771,2
2197,http://gallica.bnf.fr/ark:/12148/bpt6k75527194,2
22,http://gallica.bnf.fr/ark:/12148/bpt6k57500870,1
220,http://gallica.bnf.fr/ark:/12148/bpt6k4645667,1
2200,http://gallica.bnf.fr/ark:/12148/bpt6k7513860v,1
2201,http://gallica.bnf.fr/ark:/12148/bpt6k7567777d,1
2202,http://gallica.bnf.fr/ark:/12148/bpt6k6390690w,1
2203,http://gallica.bnf.fr/ark:/12148/bpt6k602395p,1
2204,http://gallica.bnf.fr/ark:/12148/bpt6k549740,1
2206,http://gallica.bnf.fr/ark:/12148/bpt6k5686867f,1
2207,http://gallica.bnf.fr/ark:/12148/bpt6k7606689j,1
2209,http://gallica.bnf.fr/ark:/12148/bpt6k5373043,1
221,http://gallica.bnf.fr/ark:/12148/bpt6k63742795,6
2210,http://gallica.bnf.fr/ark:/12148/bpt6k6123624d,1
2211,http://gallica.bnf.fr/ark:/12148/bpt6k7544379c,1
2212,http://gallica.bnf.fr/ark:/12148/bpt6k62497267,3
2215,http://gallica.bnf.fr/ark:/12148/bpt6k75639113,3
2217,http://gallica.bnf.fr/ark:/12148/bpt6k57635282,1
222,http://gallica.bnf.fr/ark:/12148/bpt6k9815958w,1
2220,http://gallica.bnf.fr/ark:/12148/bpt6k5506318s,1
2221,http://gallica.bnf.fr/ark:/12148/bpt6k539166v,1
2223,http://gallica.bnf.fr/ark:/12148/bpt6k76066743,1
2224,http://gallica.bnf.fr/ark:/12148/bpt6k6385263w,1
2225,http://gallica.bnf.fr/ark:/12148/bpt6k56054345,1
2226,http://gallica.bnf.fr/ark:/12148/bpt6k7529841n,1
2227,http://gallica.bnf.fr/ark:/12148/bpt6k473768k,1
2228,http://gallica.bnf.fr/ark:/12148/bpt6k525945x,1
2229,http://gallica.bnf.fr/ark:/12148/bpt6k625674v,1
223,http://gallica.bnf.fr/ark:/12148/bpt6k4737506,5
2230,http://gallica.bnf.fr/ark:/12148/bpt6k7531560r,1
2231,http://gallica.bnf.fr/ark:/12148/bpt6k75596478,2
2233,http://gallica.bnf.fr/ark:/12148/bpt6k7531580h,1
2234,http://gallica.bnf.fr/ark:/12148/bpt6k7616807n,1
2235,http://gallica.bnf.fr/ark:/12148/bpt6k76429777,1
2237,http://gallica.bnf.fr/ark:/12148/bpt6k5709766n,1
2239,http://gallica.bnf.fr/ark:/12148/bpt6k6362322t,2
224,http://gallica.bnf.fr/ark:/12148/bpt6k64881503,1
2240,http://gallica.bnf.fr/ark:/12148/bpt6k4714424,1
2243,http://gallica.bnf.fr/ark:/12148/bpt6k579418s,2
2244,http://gallica.bnf.fr/ark:/12148/bpt6k6494220b,1
2246,http://gallica.bnf.fr/ark:/12148/bpt6k9648516f,1
2247,http://gallica.bnf.fr/ark:/12148/bpt6k7592131m,1
2248,http://gallica.bnf.fr/ark:/12148/bpt6k473778x,1
225,http://gallica.bnf.fr/ark:/12148/bpt6k6448775w,1
2250,http://gallica.bnf.fr/ark:/12148/bpt6k5554317,1
2251,http://gallica.bnf.fr/ark:/12148/bpt6k5741828x,1
2252,http://gallica.bnf.fr/ark:/12148/bpt6k96168502,3
2254,http://gallica.bnf.fr/ark:/12148/bpt6k6380857p,1
2255,http://gallica.bnf.fr/ark:/12148/bpt6k5195657,1
2256,http://gallica.bnf.fr/ark:/12148/bpt6k7537544h,2
2257,http://gallica.bnf.fr/ark:/12148/bpt6k57039296,1
2258,http://gallica.bnf.fr/ark:/12148/bpt6k7575349c,2
2259,http://gallica.bnf.fr/ark:/12148/bpt6k6461677r,1
226,http://gallica.bnf.fr/ark:/12148/bpt6k7648369g,1
2261,http://gallica.bnf.fr/ark:/12148/bpt6k5605726n,1
2262,http://gallica.bnf.fr/ark:/12148/bpt6k57636344,1
2263,http://gallica.bnf.fr/ark:/12148/bpt6k76066817,1
2264,http://gallica.bnf.fr/ark:/12148/bpt6k771744f,2
2265,http://gallica.bnf.fr/ark:/12148/bpt6k7542090r,1
2266,http://gallica.bnf.fr/ark:/12148/bpt6k473753b,1
2267,http://gallica.bnf.fr/ark:/12148/bpt6k5710983,1
2268,http://gallica.bnf.fr/ark:/12148/bpt6k6532129p,4
2269,http://gallica.bnf.fr/ark:/12148/bpt6k7531620k,1
2270,http://gallica.bnf.fr/ark:/12148/bpt6k231201c,3
2271,http://gallica.bnf.fr/ark:/12148/bpt6k7501016s,1
2272,http://gallica.bnf.fr/ark:/12148/bpt6k6253188p,1
2273,http://gallica.bnf.fr/ark:/12148/bpt6k5623800p,1
2275,http://gallica.bnf.fr/ark:/12148/bpt6k6154128g,1
2276,http://gallica.bnf.fr/ark:/12148/bpt6k5667646b,1
2277,http://gallica.bnf.fr/ark:/12148/bpt6k279990f,2
2278,http://gallica.bnf.fr/ark:/12148/bpt6k6396707k,1
2279,http://gallica.bnf.fr/ark:/12148/bpt6k5584572v,1
228,http://gallica.bnf.fr/ark:/12148/bpt6k2986994,1
2281,http://gallica.bnf.fr/ark:/12148/bpt6k2699084,2
2282,http://gallica.bnf.fr/ark:/12148/bpt6k7965452,1
2283,http://gallica.bnf.fr/ark:/12148/bpt6k7718891,1
2284,http://gallica.bnf.fr/ark:/12148/bpt6k7634601d,1
2285,http://gallica.bnf.fr/ark:/12148/bpt6k215817g,1
2286,http://gallica.bnf.fr/ark:/12148/bpt6k5450029t,1
2287,http://gallica.bnf.fr/ark:/12148/bpt6k5855357p,1
2288,http://gallica.bnf.fr/ark:/12148/bpt6k7532097c,1
2289,http://gallica.bnf.fr/ark:/12148/bpt6k2703513,1
2291,http://gallica.bnf.fr/ark:/12148/bpt6k6380931s,1
2292,http://gallica.bnf.fr/ark:/12148/bpt6k5790439d,1
2294,http://gallica.bnf.fr/ark:/12148/bpt6k6347500x,1
2295,http://gallica.bnf.fr/ark:/12148/bpt6k6353967h,1
2298,http://gallica.bnf.fr/ark:/12148/bpt6k6424523p,1
2299,http://gallica.bnf.fr/ark:/12148/bpt6k2805844,1
23,http://gallica.bnf.fr/ark:/12148/bpt6k61804268,3
2300,http://gallica.bnf.fr/ark:/12148/bpt6k7587249x,1
2301,http://gallica.bnf.fr/ark:/12148/bpt6k4820233,1
2302,http://gallica.bnf.fr/ark:/12148/bpt6k4637308,3
2303,http://gallica.bnf.fr/ark:/12148/bpt6k76014454,1
2304,http://gallica.bnf.fr/ark:/12148/bpt6k7643987x,1
2305,http://gallica.bnf.fr/ark:/12148/bpt6k7556799d,1
2306,http://gallica.bnf.fr/ark:/12148/bpt6k586922t,1
2307,http://gallica.bnf.fr/ark:/12148/bpt6k7501517x,1
2308,http://gallica.bnf.fr/ark:/12148/bpt6k5748416h,1
2309,http://gallica.bnf.fr/ark:/12148/bpt6k62950778,1
231,http://gallica.bnf.fr/ark:/12148/bpt6k702764q,1
2310,http://gallica.bnf.fr/ark:/12148/bpt6k65547488,3
2311,http://gallica.bnf.fr/ark:/12148/bpt6k7596186t,1
2313,http://gallica.bnf.fr/ark:/12148/bpt6k6494278j,1
2314,http://gallica.bnf.fr/ark:/12148/bpt6k5465377r,1
2316,http://gallica.bnf.fr/ark:/12148/bpt6k61385029,1
2317,http://gallica.bnf.fr/ark:/12148/bpt6k7642923p,1
2318,http://gallica.bnf.fr/ark:/12148/bpt6k495232r,1
2319,http://gallica.bnf.fr/ark:/12148/bpt6k75315845,2
232,http://gallica.bnf.fr/ark:/12148/bpt6k6107438f,5
2320,http://gallica.bnf.fr/ark:/12148/bpt6k5562463c,1
2321,http://gallica.bnf.fr/ark:/12148/bpt6k552816v,2
2322,http://gallica.bnf.fr/ark:/12148/bpt6k63904906,1
2323,http://gallica.bnf.fr/ark:/12148/bpt6k7628386f,1
2324,http://gallica.bnf.fr/ark:/12148/bpt6k7530251f,1
2325,http://gallica.bnf.fr/ark:/12148/bpt6k602492v,1
2326,http://gallica.bnf.fr/ark:/12148/bpt6k463764t,1
2327,http://gallica.bnf.fr/ark:/12148/bpt6k6342562g,1
2328,http://gallica.bnf.fr/ark:/12148/bpt6k281789x,1
2329,http://gallica.bnf.fr/ark:/12148/bpt6k9642989v,6
233,http://gallica.bnf.fr/ark:/12148/bpt6k663329h,1
2330,http://gallica.bnf.fr/ark:/12148/bpt6k821004w,1
2331,http://gallica.bnf.fr/ark:/12148/bpt6k7638326f,1
2332,http://gallica.bnf.fr/ark:/12148/bpt6k5704405c,1
2333,http://gallica.bnf.fr/ark:/12148/bpt6k5462360j,2
2334,http://gallica.bnf.fr/ark:/12148/bpt6k6347492t,1
2336,http://gallica.bnf.fr/ark:/12148/bpt6k5757852q,1
2337,http://gallica.bnf.fr/ark:/12148/bpt6k5423139n,1
2339,http://gallica.bnf.fr/ark:/12148/bpt6k76157233,3
234,http://gallica.bnf.fr/ark:/12148/bpt6k7587569q,9
2341,http://gallica.bnf.fr/ark:/12148/bpt6k55553821,1
2342,http://gallica.bnf.fr/ark:/12148/bpt6k555523z,1
2343,http://gallica.bnf.fr/ark:/12148/bpt6k6295089g,1
2344,http://gallica.bnf.fr/ark:/12148/bpt6k7530010t,1
2345,http://gallica.bnf.fr/ark:/12148/bpt6k6106630h,1
2346,http://gallica.bnf.fr/ark:/12148/bpt6k7517926d,4
2348,http://gallica.bnf.fr/ark:/12148/bpt6k96789387,1
2349,http://gallica.bnf.fr/ark:/12148/bpt6k12429g,1
235,http://gallica.bnf.fr/ark:/12148/bpt6k7597659z,1
2351,http://gallica.bnf.fr/ark:/12148/bpt6k777019s,2
2353,http://gallica.bnf.fr/ark:/12148/bpt6k5486154x,1
2354,http://gallica.bnf.fr/ark:/12148/bpt6k5511724m,1
2355,http://gallica.bnf.fr/ark:/12148/bpt6k75302449,2
2358,http://gallica.bnf.fr/ark:/12148/bpt6k75585058,1
2359,http://gallica.bnf.fr/ark:/12148/bpt6k5341606,1
2360,http://gallica.bnf.fr/ark:/12148/bpt6k5604448w,1
2361,http://gallica.bnf.fr/ark:/12148/bpt6k773253d,1
2362,http://gallica.bnf.fr/ark:/12148/bpt6k76445035,1
2363,http://gallica.bnf.fr/ark:/12148/bpt6k6204329f,15
2364,http://gallica.bnf.fr/ark:/12148/bpt6k7589051x,1
2367,http://gallica.bnf.fr/ark:/12148/bpt6k76074116,1
2369,http://gallica.bnf.fr/ark:/12148/bpt6k579715k,2
237,http://gallica.bnf.fr/ark:/12148/bpt6k768031g,3
2370,http://gallica.bnf.fr/ark:/12148/bpt6k7533240k,1
2372,http://gallica.bnf.fr/ark:/12148/bpt6k7574779k,2
2373,http://gallica.bnf.fr/ark:/12148/bpt6k62052673,1
2374,http://gallica.bnf.fr/ark:/12148/bpt6k5763593n,1
2375,http://gallica.bnf.fr/ark:/12148/bpt6k7606292n,1
2376,http://gallica.bnf.fr/ark:/12148/bpt6k769419b,2
2377,http://gallica.bnf.fr/ark:/12148/bpt6k75401284,2
2378,http://gallica.bnf.fr/ark:/12148/bpt6k75333665,1
2379,http://gallica.bnf.fr/ark:/12148/bpt6k76160690,1
238,http://gallica.bnf.fr/ark:/12148/bpt6k5416804h,1
2380,http://gallica.bnf.fr/ark:/12148/bpt6k7615726b,1
2382,http://gallica.bnf.fr/ark:/12148/bpt6k552804r,1
2385,http://gallica.bnf.fr/ark:/12148/bpt6k7522556w,1
2387,http://gallica.bnf.fr/ark:/12148/bpt6k279837q,1
2389,http://gallica.bnf.fr/ark:/12148/bpt6k711074v,2
239,http://gallica.bnf.fr/ark:/12148/bpt6k5779610v,1
2390,http://gallica.bnf.fr/ark:/12148/bpt6k7653236g,1
2391,http://gallica.bnf.fr/ark:/12148/bpt6k5526535j,1
2392,http://gallica.bnf.fr/ark:/12148/bpt6k76369813,1
2393,http://gallica.bnf.fr/ark:/12148/bpt6k5475159d,1
2394,http://gallica.bnf.fr/ark:/12148/bpt6k7507125z,1
2395,http://gallica.bnf.fr/ark:/12148/bpt6k7589998f,1
2396,http://gallica.bnf.fr/ark:/12148/bpt6k63854039,1
2397,http://gallica.bnf.fr/ark:/12148/bpt6k75089251,1
2398,http://gallica.bnf.fr/ark:/12148/bpt6k5259435,1
2399,http://gallica.bnf.fr/ark:/12148/bpt6k6385182w,1
24,http://gallica.bnf.fr/ark:/12148/bpt6k6230824p,1
240,http://gallica.bnf.fr/ark:/12148/bpt6k5563224w,1
2400,http://gallica.bnf.fr/ark:/12148/bpt6k6126223j,2
2402,http://gallica.bnf.fr/ark:/12148/bpt6k5489162d,1
2405,http://gallica.bnf.fr/ark:/12148/bpt6k642051t,1
2406,http://gallica.bnf.fr/ark:/12148/bpt6k63967970,1
2407,http://gallica.bnf.fr/ark:/12148/bpt6k503577f,3
2408,http://gallica.bnf.fr/ark:/12148/bpt6k7560079n,2
2409,http://gallica.bnf.fr/ark:/12148/bpt6k496608h,1
241,http://gallica.bnf.fr/ark:/12148/bpt6k5545641v,1
2410,http://gallica.bnf.fr/ark:/12148/bpt6k7616234g,1
2411,http://gallica.bnf.fr/ark:/12148/bpt6k820664j,3
2412,http://gallica.bnf.fr/ark:/12148/bpt6k6394581t,2
2413,http://gallica.bnf.fr/ark:/12148/bpt6k497106g,1
2416,http://gallica.bnf.fr/ark:/12148/bpt6k75725531,2
2417,http://gallica.bnf.fr/ark:/12148/bpt6k56684444,1
2418,http://gallica.bnf.fr/ark:/12148/bpt6k5726268c,1
2419,http://gallica.bnf.fr/ark:/12148/bpt6k6231611p,1
242,http://gallica.bnf.fr/ark:/12148/bpt6k56877823,2
2420,http://gallica.bnf.fr/ark:/12148/bpt6k75932229,1
2421,http://gallica.bnf.fr/ark:/12148/bpt6k7560018z,2
2422,http://gallica.bnf.fr/ark:/12148/bpt6k7530991c,1
2423,http://gallica.bnf.fr/ark:/12148/bpt6k75236287,1
2425,http://gallica.bnf.fr/ark:/12148/bpt6k6093570,1
2428,http://gallica.bnf.fr/ark:/12148/bpt6k554894d,3
2429,http://gallica.bnf.fr/ark:/12148/bpt6k7524511x,2
243,http://gallica.bnf.fr/ark:/12148/bpt6k5856618x,2
2430,http://gallica.bnf.fr/ark:/12148/bpt6k7635097j,2
2431,http://gallica.bnf.fr/ark:/12148/bpt6k7633464x,1
2432,http://gallica.bnf.fr/ark:/12148/bpt6k5560528n,1
2433,http://gallica.bnf.fr/ark:/12148/bpt6k5704081c,2
2434,http://gallica.bnf.fr/ark:/12148/bpt6k7523744p,2
2435,http://gallica.bnf.fr/ark:/12148/bpt6k55648671,1
2436,http://gallica.bnf.fr/ark:/12148/bpt6k57023752,1
2437,http://gallica.bnf.fr/ark:/12148/bpt6k65581619,1
2438,http://gallica.bnf.fr/ark:/12148/bpt6k2809516,1
2439,http://gallica.bnf.fr/ark:/12148/bpt6k7615752t,2
244,http://gallica.bnf.fr/ark:/12148/bpt6k5712346m,6
2440,http://gallica.bnf.fr/ark:/12148/bpt6k7567049p,1
2441,http://gallica.bnf.fr/ark:/12148/bpt6k6094846,1
2442,http://gallica.bnf.fr/ark:/12148/bpt6k65833188,1
2443,http://gallica.bnf.fr/ark:/12148/bpt6k1259587g,1
2444,http://gallica.bnf.fr/ark:/12148/bpt6k470403v,1
2445,http://gallica.bnf.fr/ark:/12148/bpt6k75292791,1
2447,http://gallica.bnf.fr/ark:/12148/bpt6k630983m,1
2448,http://gallica.bnf.fr/ark:/12148/bpt6k57044076,1
2449,http://gallica.bnf.fr/ark:/12148/bpt6k7619486t,1
245,http://gallica.bnf.fr/ark:/12148/bpt6k474564q,1
2450,http://gallica.bnf.fr/ark:/12148/bpt6k6237238t,1
2452,http://gallica.bnf.fr/ark:/12148/bpt6k517676q,1
2453,http://gallica.bnf.fr/ark:/12148/bpt6k820947x,1
2454,http://gallica.bnf.fr/ark:/12148/bpt6k55180214,1
2455,http://gallica.bnf.fr/ark:/12148/bpt6k7575970v,1
2456,http://gallica.bnf.fr/ark:/12148/bpt6k5773881r,1
2457,http://gallica.bnf.fr/ark:/12148/bpt6k55686843,1
2458,http://gallica.bnf.fr/ark:/12148/bpt6k771731z,1
2459,http://gallica.bnf.fr/ark:/12148/bpt6k1268454q,1
246,http://gallica.bnf.fr/ark:/12148/bpt6k5614324d,3
2460,http://gallica.bnf.fr/ark:/12148/bpt6k6222192f,1
2461,http://gallica.bnf.fr/ark:/12148/bpt6k555759w,2
2462,http://gallica.bnf.fr/ark:/12148/bpt6k7521653p,1
2465,http://gallica.bnf.fr/ark:/12148/bpt6k7670918,1
2466,http://gallica.bnf.fr/ark:/12148/bpt6k7617910s,1
2467,http://gallica.bnf.fr/ark:/12148/bpt6k5444747,1
247,http://gallica.bnf.fr/ark:/12148/bpt6k5457231r,1
2471,http://gallica.bnf.fr/ark:/12148/bpt6k463766k,1
2472,http://gallica.bnf.fr/ark:/12148/bpt6k6556274n,1
2473,http://gallica.bnf.fr/ark:/12148/bpt6k55906156,1
2474,http://gallica.bnf.fr/ark:/12148/bpt6k5505521n,3
2475,http://gallica.bnf.fr/ark:/12148/bpt6k75367066,2
2476,http://gallica.bnf.fr/ark:/12148/bpt6k6155475g,1
2478,http://gallica.bnf.fr/ark:/12148/bpt6k61426823,1
248,http://gallica.bnf.fr/ark:/12148/bpt6k62172566,1
2481,http://gallica.bnf.fr/ark:/12148/bpt6k5853575p,1
2482,http://gallica.bnf.fr/ark:/12148/bpt6k5404926j,1
2483,http://gallica.bnf.fr/ark:/12148/bpt6k553117b,1
2486,http://gallica.bnf.fr/ark:/12148/bpt6k201735r,1
2487,http://gallica.bnf.fr/ark:/12148/bpt6k62720237,1
2488,http://gallica.bnf.fr/ark:/12148/bpt6k6387542c,1
2489,http://gallica.bnf.fr/ark:/12148/bpt6k61811966,1
2490,http://gallica.bnf.fr/ark:/12148/bpt6k7609392x,1
2491,http://gallica.bnf.fr/ark:/12148/bpt6k5655420h,1
2492,http://gallica.bnf.fr/ark:/12148/bpt6k64891846,1
2493,http://gallica.bnf.fr/ark:/12148/bpt6k7539841x,1
2494,http://gallica.bnf.fr/ark:/12148/bpt6k75259796,1
2495,http://gallica.bnf.fr/ark:/12148/bpt6k75256424,2
2496,http://gallica.bnf.fr/ark:/12148/bpt6k7592117b,1
2497,http://gallica.bnf.fr/ark:/12148/bpt6k7540110f,2
2499,http://gallica.bnf.fr/ark:/12148/bpt6k5725977f,1
25,http://gallica.bnf.fr/ark:/12148/bpt6k7647181x,44
250,http://gallica.bnf.fr/ark:/12148/bpt6k61070597,1
2500,http://gallica.bnf.fr/ark:/12148/bpt6k640496s,1
2501,http://gallica.bnf.fr/ark:/12148/bpt6k7529907z,1
2502,http://gallica.bnf.fr/ark:/12148/bpt6k7619451m,1
2503,http://gallica.bnf.fr/ark:/12148/bpt6k5681779r,1
2504,http://gallica.bnf.fr/ark:/12148/bpt6k771747k,2
2505,http://gallica.bnf.fr/ark:/12148/bpt6k279994z,1
2506,http://gallica.bnf.fr/ark:/12148/bpt6k57635460,1
2507,http://gallica.bnf.fr/ark:/12148/bpt6k498125,1
2509,http://gallica.bnf.fr/ark:/12148/bpt6k54347169,1
251,http://gallica.bnf.fr/ark:/12148/bpt6k279835z,3
2510,http://gallica.bnf.fr/ark:/12148/bpt6k5618621,1
2511,http://gallica.bnf.fr/ark:/12148/bpt6k5709512d,1
2512,http://gallica.bnf.fr/ark:/12148/bpt6k5773339f,1
