recordId,identifier,nb_occ
1155,http://gallica.bnf.fr/ark:/12148/bpt6k7566667c,1
1156,http://gallica.bnf.fr/ark:/12148/bpt6k5856532v,1
1157,http://gallica.bnf.fr/ark:/12148/bpt6k577585t,1
1159,http://gallica.bnf.fr/ark:/12148/bpt6k5856629q,1
116,http://gallica.bnf.fr/ark:/12148/bpt6k9815957g,2
1160,http://gallica.bnf.fr/ark:/12148/bpt6k76194966,2
1161,http://gallica.bnf.fr/ark:/12148/bpt6k541328w,1
1162,http://gallica.bnf.fr/ark:/12148/bpt6k6254493,1
1163,http://gallica.bnf.fr/ark:/12148/bpt6k6245891x,1
1164,http://gallica.bnf.fr/ark:/12148/bpt6k76519049,1
1166,http://gallica.bnf.fr/ark:/12148/bpt6k9763074d,1
1167,http://gallica.bnf.fr/ark:/12148/bpt6k6313530,1
1168,http://gallica.bnf.fr/ark:/12148/bpt6k5605302v,1
1169,http://gallica.bnf.fr/ark:/12148/bpt6k5784852m,1
117,http://gallica.bnf.fr/ark:/12148/bpt6k54168174,2
1170,http://gallica.bnf.fr/ark:/12148/bpt6k609371d,1
1171,http://gallica.bnf.fr/ark:/12148/bpt6k553923n,1
1172,http://gallica.bnf.fr/ark:/12148/bpt6k6390833j,2
1174,http://gallica.bnf.fr/ark:/12148/bpt6k5506643w,1
1175,http://gallica.bnf.fr/ark:/12148/bpt6k6385193p,1
1176,http://gallica.bnf.fr/ark:/12148/bpt6k5519588b,1
1177,http://gallica.bnf.fr/ark:/12148/bpt6k75323589,2
1178,http://gallica.bnf.fr/ark:/12148/bpt6k117172,1
1179,http://gallica.bnf.fr/ark:/12148/bpt6k5760577m,1
118,http://gallica.bnf.fr/ark:/12148/bpt6k5752120s,1
1181,http://gallica.bnf.fr/ark:/12148/bpt6k6256997b,1
1182,http://gallica.bnf.fr/ark:/12148/bpt6k62558486,5
1183,http://gallica.bnf.fr/ark:/12148/bpt6k5470095c,1
1184,http://gallica.bnf.fr/ark:/12148/bpt6k9669781k,1
1185,http://gallica.bnf.fr/ark:/12148/bpt6k75982750,2
1186,http://gallica.bnf.fr/ark:/12148/bpt6k75072185,2
1187,http://gallica.bnf.fr/ark:/12148/bpt6k6586732v,1
1188,http://gallica.bnf.fr/ark:/12148/bpt6k6385200c,1
119,http://gallica.bnf.fr/ark:/12148/bpt6k5517895w,1
1191,http://gallica.bnf.fr/ark:/12148/bpt6k7529873m,1
1192,http://gallica.bnf.fr/ark:/12148/bpt6k55660066,2
1193,http://gallica.bnf.fr/ark:/12148/bpt6k7615125v,2
1194,http://gallica.bnf.fr/ark:/12148/bpt6k57529016,1
1195,http://gallica.bnf.fr/ark:/12148/bpt6k75315593,1
1196,http://gallica.bnf.fr/ark:/12148/bpt6k7542566t,2
1197,http://gallica.bnf.fr/ark:/12148/bpt6k56693213,1
12,http://gallica.bnf.fr/ark:/12148/bpt6k5465818m,3
1200,http://gallica.bnf.fr/ark:/12148/bpt6k124692g,7
1201,http://gallica.bnf.fr/ark:/12148/bpt6k55132945,1
1203,http://gallica.bnf.fr/ark:/12148/bpt6k6122752r,1
1204,http://gallica.bnf.fr/ark:/12148/bpt6k6292756k,2
1205,http://gallica.bnf.fr/ark:/12148/bpt6k76165407,1
1206,http://gallica.bnf.fr/ark:/12148/bpt6k6385290s,1
1207,http://gallica.bnf.fr/ark:/12148/bpt6k5501886s,1
1208,http://gallica.bnf.fr/ark:/12148/bpt6k7611933x,1
1209,http://gallica.bnf.fr/ark:/12148/bpt6k5760582x,1
121,http://gallica.bnf.fr/ark:/12148/bpt6k7501541k,1
1211,http://gallica.bnf.fr/ark:/12148/bpt6k771733q,1
1212,http://gallica.bnf.fr/ark:/12148/bpt6k6620909,2
1213,http://gallica.bnf.fr/ark:/12148/bpt6k6369260b,1
1214,http://gallica.bnf.fr/ark:/12148/bpt6k75316158,1
1215,http://gallica.bnf.fr/ark:/12148/bpt6k56098497,2
1216,http://gallica.bnf.fr/ark:/12148/bpt6k5705879c,5
1217,http://gallica.bnf.fr/ark:/12148/bpt6k771646w,3
1218,http://gallica.bnf.fr/ark:/12148/bpt6k7615706k,4
1219,http://gallica.bnf.fr/ark:/12148/bpt6k7646643n,4
122,http://gallica.bnf.fr/ark:/12148/bpt6k57610279,2
1220,http://gallica.bnf.fr/ark:/12148/bpt6k63852701,1
1221,http://gallica.bnf.fr/ark:/12148/bpt6k6202014b,20
1222,http://gallica.bnf.fr/ark:/12148/bpt6k6396804p,1
1223,http://gallica.bnf.fr/ark:/12148/bpt6k55024058,1
1224,http://gallica.bnf.fr/ark:/12148/bpt6k6383221x,1
1225,http://gallica.bnf.fr/ark:/12148/bpt6k76480221,1
1226,http://gallica.bnf.fr/ark:/12148/bpt6k5450518r,3
1229,http://gallica.bnf.fr/ark:/12148/bpt6k5416785m,1
123,http://gallica.bnf.fr/ark:/12148/bpt6k7501548g,1
1230,http://gallica.bnf.fr/ark:/12148/bpt6k7004783,3
1232,http://gallica.bnf.fr/ark:/12148/bpt6k9749826d,1
1233,http://gallica.bnf.fr/ark:/12148/bpt6k62202851,1
1234,http://gallica.bnf.fr/ark:/12148/bpt6k6229911x,1
1235,http://gallica.bnf.fr/ark:/12148/bpt6k6387201d,1
1236,http://gallica.bnf.fr/ark:/12148/bpt6k76034309,3
1237,http://gallica.bnf.fr/ark:/12148/bpt6k6181194c,1
1238,http://gallica.bnf.fr/ark:/12148/bpt6k5725744c,1
1239,http://gallica.bnf.fr/ark:/12148/bpt6k6417222,4
1240,http://gallica.bnf.fr/ark:/12148/bpt6k7529929j,2
1241,http://gallica.bnf.fr/ark:/12148/bpt6k5427914t,5
1244,http://gallica.bnf.fr/ark:/12148/bpt6k5726220j,3
1245,http://gallica.bnf.fr/ark:/12148/bpt6k5461273h,1
1246,http://gallica.bnf.fr/ark:/12148/bpt6k5603291w,1
1247,http://gallica.bnf.fr/ark:/12148/bpt6k75248539,1
1248,http://gallica.bnf.fr/ark:/12148/bpt6k6111124s,2
1249,http://gallica.bnf.fr/ark:/12148/bpt6k5587678m,1
1251,http://gallica.bnf.fr/ark:/12148/bpt6k75532686,3
1252,http://gallica.bnf.fr/ark:/12148/bpt6k473769z,2
1253,http://gallica.bnf.fr/ark:/12148/bpt6k6230835g,1
1254,http://gallica.bnf.fr/ark:/12148/bpt6k6390719x,2
1255,http://gallica.bnf.fr/ark:/12148/bpt6k5609949k,2
1258,http://gallica.bnf.fr/ark:/12148/bpt6k7512297h,1
1259,http://gallica.bnf.fr/ark:/12148/bpt6k7595648j,1
126,http://gallica.bnf.fr/ark:/12148/bpt6k76093881,12
1260,http://gallica.bnf.fr/ark:/12148/bpt6k5787234j,1
1261,http://gallica.bnf.fr/ark:/12148/bpt6k5760556f,1
1263,http://gallica.bnf.fr/ark:/12148/bpt6k583083n,2
1264,http://gallica.bnf.fr/ark:/12148/bpt6k75315578,1
1265,http://gallica.bnf.fr/ark:/12148/bpt6k5742148k,1
1266,http://gallica.bnf.fr/ark:/12148/bpt6k777028r,2
1267,http://gallica.bnf.fr/ark:/12148/bpt6k6535790m,1
1268,http://gallica.bnf.fr/ark:/12148/bpt6k5670539z,1
1269,http://gallica.bnf.fr/ark:/12148/bpt6k7505619b,1
127,http://gallica.bnf.fr/ark:/12148/bpt6k56814893,7
1270,http://gallica.bnf.fr/ark:/12148/bpt6k76122436,1
1273,http://gallica.bnf.fr/ark:/12148/bpt6k61136778,1
1275,http://gallica.bnf.fr/ark:/12148/bpt6k6295082k,1
1276,http://gallica.bnf.fr/ark:/12148/bpt6k5475798,1
1277,http://gallica.bnf.fr/ark:/12148/bpt6k5586405q,1
1279,http://gallica.bnf.fr/ark:/12148/bpt6k5500197v,1
1280,http://gallica.bnf.fr/ark:/12148/bpt6k57058838,2
1281,http://gallica.bnf.fr/ark:/12148/bpt6k5393954,1
1282,http://gallica.bnf.fr/ark:/12148/bpt6k6268878j,2
1283,http://gallica.bnf.fr/ark:/12148/bpt6k7606673p,2
1284,http://gallica.bnf.fr/ark:/12148/bpt6k5439263s,2
1286,http://gallica.bnf.fr/ark:/12148/bpt6k55892976,1
1287,http://gallica.bnf.fr/ark:/12148/bpt6k7530247j,2
1288,http://gallica.bnf.fr/ark:/12148/bpt6k205420p,1
1289,http://gallica.bnf.fr/ark:/12148/bpt6k112764q,1
129,http://gallica.bnf.fr/ark:/12148/bpt6k61525005,1
1291,http://gallica.bnf.fr/ark:/12148/bpt6k5414390x,1
1294,http://gallica.bnf.fr/ark:/12148/bpt6k5089950,2
1295,http://gallica.bnf.fr/ark:/12148/bpt6k7725833,2
1296,http://gallica.bnf.fr/ark:/12148/bpt6k5486197p,1
1297,http://gallica.bnf.fr/ark:/12148/bpt6k7612408f,2
1298,http://gallica.bnf.fr/ark:/12148/bpt6k6515945x,2
1299,http://gallica.bnf.fr/ark:/12148/bpt6k6127309x,1
13,http://gallica.bnf.fr/ark:/12148/bpt6k5466104g,3
130,http://gallica.bnf.fr/ark:/12148/bpt6k6141395c,20
1300,http://gallica.bnf.fr/ark:/12148/bpt6k6393331x,1
1301,http://gallica.bnf.fr/ark:/12148/bpt6k97987657,1
1302,http://gallica.bnf.fr/ark:/12148/bpt6k63713199,1
1303,http://gallica.bnf.fr/ark:/12148/bpt6k7617044g,1
1305,http://gallica.bnf.fr/ark:/12148/bpt6k7553421g,2
1308,http://gallica.bnf.fr/ark:/12148/bpt6k6489083f,2
1309,http://gallica.bnf.fr/ark:/12148/bpt6k405712f,1
131,http://gallica.bnf.fr/ark:/12148/bpt6k472857w,1
1310,http://gallica.bnf.fr/ark:/12148/bpt6k62346492,1
1311,http://gallica.bnf.fr/ark:/12148/bpt6k5764025d,4
1312,http://gallica.bnf.fr/ark:/12148/bpt6k5507727f,2
1314,http://gallica.bnf.fr/ark:/12148/bpt6k96173319,1
1315,http://gallica.bnf.fr/ark:/12148/bpt6k6385195h,1
1316,http://gallica.bnf.fr/ark:/12148/bpt6k54315603,2
1317,http://gallica.bnf.fr/ark:/12148/bpt6k7769911,2
1318,http://gallica.bnf.fr/ark:/12148/bpt6k6347791,5
1319,http://gallica.bnf.fr/ark:/12148/bpt6k75971152,1
132,http://gallica.bnf.fr/ark:/12148/bpt6k5466152j,2
1320,http://gallica.bnf.fr/ark:/12148/bpt6k6284299z,1
1322,http://gallica.bnf.fr/ark:/12148/bpt6k76311559,1
1323,http://gallica.bnf.fr/ark:/12148/bpt6k461137h,2
1324,http://gallica.bnf.fr/ark:/12148/bpt6k7602441s,1
1325,http://gallica.bnf.fr/ark:/12148/bpt6k62604563,1
1327,http://gallica.bnf.fr/ark:/12148/bpt6k57108793,3
1328,http://gallica.bnf.fr/ark:/12148/bpt6k636377k,1
1329,http://gallica.bnf.fr/ark:/12148/bpt6k5653148x,1
133,http://gallica.bnf.fr/ark:/12148/bpt6k9607908v,1
1331,http://gallica.bnf.fr/ark:/12148/bpt6k7556680z,3
1332,http://gallica.bnf.fr/ark:/12148/bpt6k6385221j,1
1333,http://gallica.bnf.fr/ark:/12148/bpt6k4737587,1
1334,http://gallica.bnf.fr/ark:/12148/bpt6k7606710h,2
1335,http://gallica.bnf.fr/ark:/12148/bpt6k7607237r,1
1336,http://gallica.bnf.fr/ark:/12148/bpt6k63908376,2
1337,http://gallica.bnf.fr/ark:/12148/bpt6k5506287p,1
1338,http://gallica.bnf.fr/ark:/12148/bpt6k7654547m,1
1339,http://gallica.bnf.fr/ark:/12148/bpt6k474368m,1
134,http://gallica.bnf.fr/ark:/12148/bpt6k6385268z,1
1340,http://gallica.bnf.fr/ark:/12148/bpt6k5728479g,1
1341,http://gallica.bnf.fr/ark:/12148/bpt6k6390831q,2
1342,http://gallica.bnf.fr/ark:/12148/bpt6k7533539z,1
1344,http://gallica.bnf.fr/ark:/12148/bpt6k6268622g,1
1347,http://gallica.bnf.fr/ark:/12148/bpt6k5514442f,1
1348,http://gallica.bnf.fr/ark:/12148/bpt6k7528075c,2
1350,http://gallica.bnf.fr/ark:/12148/bpt6k7619483k,2
1351,http://gallica.bnf.fr/ark:/12148/bpt6k7569683d,3
1352,http://gallica.bnf.fr/ark:/12148/bpt6k56854366,1
1353,http://gallica.bnf.fr/ark:/12148/bpt6k8175659,1
1354,http://gallica.bnf.fr/ark:/12148/bpt6k56770209,1
1355,http://gallica.bnf.fr/ark:/12148/bpt6k6218056t,2
1356,http://gallica.bnf.fr/ark:/12148/bpt6k55337041,3
1357,http://gallica.bnf.fr/ark:/12148/bpt6k7769945,1
1359,http://gallica.bnf.fr/ark:/12148/bpt6k712526q,1
136,http://gallica.bnf.fr/ark:/12148/bpt6k7501551z,1
1360,http://gallica.bnf.fr/ark:/12148/bpt6k5498625t,1
1361,http://gallica.bnf.fr/ark:/12148/bpt6k575143w,1
1363,http://gallica.bnf.fr/ark:/12148/bpt6k5286254,1
1364,http://gallica.bnf.fr/ark:/12148/bpt6k6450810p,2
1365,http://gallica.bnf.fr/ark:/12148/bpt6k552989q,1
1367,http://gallica.bnf.fr/ark:/12148/bpt6k61433772,1
1368,http://gallica.bnf.fr/ark:/12148/bpt6k5504679w,1
137,http://gallica.bnf.fr/ark:/12148/bpt6k6180436n,2
1370,http://gallica.bnf.fr/ark:/12148/bpt6k7651897m,1
1371,http://gallica.bnf.fr/ark:/12148/bpt6k5764051w,1
1372,http://gallica.bnf.fr/ark:/12148/bpt6k6225754r,1
1373,http://gallica.bnf.fr/ark:/12148/bpt6k5336627,1
1375,http://gallica.bnf.fr/ark:/12148/bpt6k6229230v,1
1376,http://gallica.bnf.fr/ark:/12148/bpt6k5779886p,1
1377,http://gallica.bnf.fr/ark:/12148/bpt6k61259331,2
1378,http://gallica.bnf.fr/ark:/12148/bpt6k7530902c,3
1379,http://gallica.bnf.fr/ark:/12148/bpt6k2134182,2
138,http://gallica.bnf.fr/ark:/12148/bpt6k7552277v,6
1380,http://gallica.bnf.fr/ark:/12148/bpt6k7566981p,1
1381,http://gallica.bnf.fr/ark:/12148/bpt6k5622505d,2
1383,http://gallica.bnf.fr/ark:/12148/bpt6k57044009,1
1384,http://gallica.bnf.fr/ark:/12148/bpt6k63902500,1
1385,http://gallica.bnf.fr/ark:/12148/bpt6k75401269,2
1387,http://gallica.bnf.fr/ark:/12148/bpt6k12625561,1
1388,http://gallica.bnf.fr/ark:/12148/bpt6k55624886,2
1389,http://gallica.bnf.fr/ark:/12148/bpt6k5510176z,1
139,http://gallica.bnf.fr/ark:/12148/bpt6k55107531,3
1390,http://gallica.bnf.fr/ark:/12148/bpt6k5391719,1
1391,http://gallica.bnf.fr/ark:/12148/bpt6k587326r,1
1392,http://gallica.bnf.fr/ark:/12148/bpt6k65642764,1
1394,http://gallica.bnf.fr/ark:/12148/bpt6k7606321x,1
1395,http://gallica.bnf.fr/ark:/12148/bpt6k5466553,2
1396,http://gallica.bnf.fr/ark:/12148/bpt6k287063f,2
1397,http://gallica.bnf.fr/ark:/12148/bpt6k75726289,1
1398,http://gallica.bnf.fr/ark:/12148/bpt6k5700004b,1
1399,http://gallica.bnf.fr/ark:/12148/bpt6k5734556v,2
1400,http://gallica.bnf.fr/ark:/12148/bpt6k11680j,2
1401,http://gallica.bnf.fr/ark:/12148/bpt6k5439262c,2
1402,http://gallica.bnf.fr/ark:/12148/bpt6k63851854,1
1403,http://gallica.bnf.fr/ark:/12148/bpt6k62950815,1
1404,http://gallica.bnf.fr/ark:/12148/bpt6k75049140,2
1405,http://gallica.bnf.fr/ark:/12148/bpt6k525938q,1
1406,http://gallica.bnf.fr/ark:/12148/bpt6k76430264,1
1407,http://gallica.bnf.fr/ark:/12148/bpt6k7014155,2
1408,http://gallica.bnf.fr/ark:/12148/bpt6k6545899z,1
1409,http://gallica.bnf.fr/ark:/12148/bpt6k5763640v,1
141,http://gallica.bnf.fr/ark:/12148/bpt6k523892n,3
1410,http://gallica.bnf.fr/ark:/12148/bpt6k6451913k,1
1411,http://gallica.bnf.fr/ark:/12148/bpt6k8244628,2
1412,http://gallica.bnf.fr/ark:/12148/bpt6k5528308,3
1413,http://gallica.bnf.fr/ark:/12148/bpt6k5462923,4
1414,http://gallica.bnf.fr/ark:/12148/bpt6k7595609f,1
1415,http://gallica.bnf.fr/ark:/12148/bpt6k7501555m,1
1416,http://gallica.bnf.fr/ark:/12148/bpt6k6242143h,1
1418,http://gallica.bnf.fr/ark:/12148/bpt6k7504883w,1
142,http://gallica.bnf.fr/ark:/12148/bpt6k9799864g,7
1421,http://gallica.bnf.fr/ark:/12148/bpt6k7522546h,1
1422,http://gallica.bnf.fr/ark:/12148/bpt6k76465187,1
1424,http://gallica.bnf.fr/ark:/12148/bpt6k5596738d,1
1425,http://gallica.bnf.fr/ark:/12148/bpt6k57401464,1
1426,http://gallica.bnf.fr/ark:/12148/bpt6k5668964m,1
1427,http://gallica.bnf.fr/ark:/12148/bpt6k55343202,2
1428,http://gallica.bnf.fr/ark:/12148/bpt6k65357006,1
1429,http://gallica.bnf.fr/ark:/12148/bpt6k7544938h,1
143,http://gallica.bnf.fr/ark:/12148/bpt6k7587948x,2
1430,http://gallica.bnf.fr/ark:/12148/bpt6k6503322z,2
1431,http://gallica.bnf.fr/ark:/12148/bpt6k7717254,3
1432,http://gallica.bnf.fr/ark:/12148/bpt6k5572022b,1
1433,http://gallica.bnf.fr/ark:/12148/bpt6k58050919,1
1434,http://gallica.bnf.fr/ark:/12148/bpt6k58330651,1
1436,http://gallica.bnf.fr/ark:/12148/bpt6k76521325,1
1437,http://gallica.bnf.fr/ark:/12148/bpt6k5835158v,1
1439,http://gallica.bnf.fr/ark:/12148/bpt6k5428755c,1
144,http://gallica.bnf.fr/ark:/12148/bpt6k6217255s,1
1440,http://gallica.bnf.fr/ark:/12148/bpt6k75257857,2
1441,http://gallica.bnf.fr/ark:/12148/bpt6k6359266j,3
1442,http://gallica.bnf.fr/ark:/12148/bpt6k64487784,2
1443,http://gallica.bnf.fr/ark:/12148/bpt6k5756300z,1
1444,http://gallica.bnf.fr/ark:/12148/bpt6k6326358,1
1445,http://gallica.bnf.fr/ark:/12148/bpt6k7619517x,1
1446,http://gallica.bnf.fr/ark:/12148/bpt6k7540115h,2
1448,http://gallica.bnf.fr/ark:/12148/bpt6k6233789m,1
145,http://gallica.bnf.fr/ark:/12148/bpt6k5764429f,3
1452,http://gallica.bnf.fr/ark:/12148/bpt6k75670703,1
1453,http://gallica.bnf.fr/ark:/12148/bpt6k6285405w,1
1454,http://gallica.bnf.fr/ark:/12148/bpt6k2030621,2
1455,http://gallica.bnf.fr/ark:/12148/bpt6k5577013x,1
1457,http://gallica.bnf.fr/ark:/12148/bpt6k5818703b,2
1459,http://gallica.bnf.fr/ark:/12148/bpt6k1266416d,1
1460,http://gallica.bnf.fr/ark:/12148/bpt6k7524719x,2
1461,http://gallica.bnf.fr/ark:/12148/bpt6k5852657s,2
